2025-03-28 11:08:38,934 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-03-28 11:08:38,956 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-03-28 11:08:38,958 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-03-28 11:08:38,958 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-03-28 11:08:38,960 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-03-28 11:08:38,960 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-03-28 11:08:38,961 INFO  SwAddin.cs: 201 - Setting up command manager
2025-03-28 11:08:38,961 INFO  SwAddin.cs: 204 - Adding command manager
2025-03-28 11:08:38,963 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-03-28 11:08:38,967 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-03-28 11:08:38,967 INFO  SwAddin.cs: 210 - Adding event handlers
2025-03-28 11:08:38,970 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-03-28 11:11:23,807 INFO  SwAddin.cs: 294 - Assembly export called for file Yellow_Robot
2025-03-28 11:11:24,991 INFO  SwAddin.cs: 313 - Saving assembly
2025-03-28 11:11:25,140 INFO  SwAddin.cs: 316 - Opening property manager
2025-03-28 11:11:25,154 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Yellow_Robot
2025-03-28 11:11:25,158 INFO  ExportHelperExtension.cs: 1136 - Found 82 in Yellow_Robot
2025-03-28 11:11:25,159 INFO  ExportHelperExtension.cs: 1145 - Found 10 features of type [CoordSys] in Yellow_Robot
2025-03-28 11:11:25,159 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-03-28 11:11:25,160 INFO  ExportHelperExtension.cs: 1160 - 11 components to check
2025-03-28 11:11:25,161 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from cover-1
2025-03-28 11:11:25,163 INFO  ExportHelperExtension.cs: 1136 - Found 31 in cover-1
2025-03-28 11:11:25,164 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in cover-1
2025-03-28 11:11:25,165 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from omni_set-1
2025-03-28 11:11:25,165 INFO  ExportHelperExtension.cs: 1136 - Found 77 in omni_set-1
2025-03-28 11:11:25,166 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in omni_set-1
2025-03-28 11:11:25,166 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from middle-1
2025-03-28 11:11:25,167 INFO  ExportHelperExtension.cs: 1136 - Found 39 in middle-1
2025-03-28 11:11:25,167 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in middle-1
2025-03-28 11:11:25,168 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gps-1
2025-03-28 11:11:25,168 INFO  ExportHelperExtension.cs: 1136 - Found 25 in gps-1
2025-03-28 11:11:25,169 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gps-1
2025-03-28 11:11:25,169 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from part3-1
2025-03-28 11:11:25,170 INFO  ExportHelperExtension.cs: 1136 - Found 40 in part3-1
2025-03-28 11:11:25,171 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in part3-1
2025-03-28 11:11:25,171 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from camera-2
2025-03-28 11:11:25,172 INFO  ExportHelperExtension.cs: 1136 - Found 24 in camera-2
2025-03-28 11:11:25,172 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in camera-2
2025-03-28 11:11:25,173 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from omni_set-3
2025-03-28 11:11:25,173 INFO  ExportHelperExtension.cs: 1136 - Found 77 in omni_set-3
2025-03-28 11:11:25,175 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in omni_set-3
2025-03-28 11:11:25,175 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from omni_set-2
2025-03-28 11:11:25,176 INFO  ExportHelperExtension.cs: 1136 - Found 77 in omni_set-2
2025-03-28 11:11:25,176 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in omni_set-2
2025-03-28 11:11:25,177 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from lidar-2
2025-03-28 11:11:25,177 INFO  ExportHelperExtension.cs: 1136 - Found 25 in lidar-2
2025-03-28 11:11:25,178 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in lidar-2
2025-03-28 11:11:25,179 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part1-1
2025-03-28 11:11:25,179 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Part1-1
2025-03-28 11:11:25,180 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part1-1
2025-03-28 11:11:25,180 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part2-1
2025-03-28 11:11:25,181 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Part2-1
2025-03-28 11:11:25,181 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part2-1
2025-03-28 11:11:25,182 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Yellow_Robot
2025-03-28 11:11:25,182 INFO  ExportHelperExtension.cs: 1136 - Found 82 in Yellow_Robot
2025-03-28 11:11:25,183 INFO  ExportHelperExtension.cs: 1145 - Found 8 features of type [RefAxis] in Yellow_Robot
2025-03-28 11:11:25,183 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-03-28 11:11:25,184 INFO  ExportHelperExtension.cs: 1160 - 11 components to check
2025-03-28 11:11:25,184 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from cover-1
2025-03-28 11:11:25,185 INFO  ExportHelperExtension.cs: 1136 - Found 31 in cover-1
2025-03-28 11:11:25,185 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in cover-1
2025-03-28 11:11:25,186 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from omni_set-1
2025-03-28 11:11:25,186 INFO  ExportHelperExtension.cs: 1136 - Found 77 in omni_set-1
2025-03-28 11:11:25,187 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in omni_set-1
2025-03-28 11:11:25,187 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from middle-1
2025-03-28 11:11:25,187 INFO  ExportHelperExtension.cs: 1136 - Found 39 in middle-1
2025-03-28 11:11:25,188 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in middle-1
2025-03-28 11:11:25,188 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gps-1
2025-03-28 11:11:25,188 INFO  ExportHelperExtension.cs: 1136 - Found 25 in gps-1
2025-03-28 11:11:25,189 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gps-1
2025-03-28 11:11:25,189 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from part3-1
2025-03-28 11:11:25,189 INFO  ExportHelperExtension.cs: 1136 - Found 40 in part3-1
2025-03-28 11:11:25,190 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in part3-1
2025-03-28 11:11:25,190 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from camera-2
2025-03-28 11:11:25,190 INFO  ExportHelperExtension.cs: 1136 - Found 24 in camera-2
2025-03-28 11:11:25,191 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in camera-2
2025-03-28 11:11:25,191 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from omni_set-3
2025-03-28 11:11:25,192 INFO  ExportHelperExtension.cs: 1136 - Found 77 in omni_set-3
2025-03-28 11:11:25,193 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in omni_set-3
2025-03-28 11:11:25,193 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from omni_set-2
2025-03-28 11:11:25,193 INFO  ExportHelperExtension.cs: 1136 - Found 77 in omni_set-2
2025-03-28 11:11:25,194 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in omni_set-2
2025-03-28 11:11:25,194 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from lidar-2
2025-03-28 11:11:25,195 INFO  ExportHelperExtension.cs: 1136 - Found 25 in lidar-2
2025-03-28 11:11:25,195 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in lidar-2
2025-03-28 11:11:25,196 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part1-1
2025-03-28 11:11:25,196 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Part1-1
2025-03-28 11:11:25,197 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part1-1
2025-03-28 11:11:25,197 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part2-1
2025-03-28 11:11:25,198 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Part2-1
2025-03-28 11:11:25,198 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part2-1
2025-03-28 11:11:25,404 INFO  SwAddin.cs: 339 - Loading config tree
2025-03-28 11:11:25,408 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2025-03-28 11:11:25,411 INFO  SwAddin.cs: 344 - Showing property manager
2025-03-28 11:11:30,666 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-03-28 11:11:50,503 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-03-28 11:12:09,748 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-03-28 11:12:18,147 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-03-28 11:12:21,595 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-03-28 11:12:29,723 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-03-28 11:12:29,778 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-03-28 11:12:29,878 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-03-28 11:12:51,053 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2025-03-28 11:12:51,249 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-03-28 11:15:12,936 INFO  SwAddin.cs: 294 - Assembly export called for file Yellow_Robot
2025-03-28 11:15:12,938 INFO  SwAddin.cs: 299 - Save is required
2025-03-28 11:15:12,938 INFO  SwAddin.cs: 313 - Saving assembly
2025-03-28 11:15:13,231 INFO  SwAddin.cs: 316 - Opening property manager
2025-03-28 11:15:13,232 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Yellow_Robot
2025-03-28 11:15:13,233 INFO  ExportHelperExtension.cs: 1136 - Found 86 in Yellow_Robot
2025-03-28 11:15:13,233 INFO  ExportHelperExtension.cs: 1145 - Found 11 features of type [CoordSys] in Yellow_Robot
2025-03-28 11:15:13,234 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-03-28 11:15:13,235 INFO  ExportHelperExtension.cs: 1160 - 11 components to check
2025-03-28 11:15:13,235 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from cover-1
2025-03-28 11:15:13,236 INFO  ExportHelperExtension.cs: 1136 - Found 31 in cover-1
2025-03-28 11:15:13,236 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in cover-1
2025-03-28 11:15:13,237 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from omni_set-1
2025-03-28 11:15:13,238 INFO  ExportHelperExtension.cs: 1136 - Found 77 in omni_set-1
2025-03-28 11:15:13,238 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in omni_set-1
2025-03-28 11:15:13,240 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from middle-1
2025-03-28 11:15:13,241 INFO  ExportHelperExtension.cs: 1136 - Found 39 in middle-1
2025-03-28 11:15:13,242 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in middle-1
2025-03-28 11:15:13,242 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gps-1
2025-03-28 11:15:13,243 INFO  ExportHelperExtension.cs: 1136 - Found 25 in gps-1
2025-03-28 11:15:13,243 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gps-1
2025-03-28 11:15:13,245 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from part3-1
2025-03-28 11:15:13,245 INFO  ExportHelperExtension.cs: 1136 - Found 40 in part3-1
2025-03-28 11:15:13,246 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in part3-1
2025-03-28 11:15:13,246 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from camera-2
2025-03-28 11:15:13,247 INFO  ExportHelperExtension.cs: 1136 - Found 24 in camera-2
2025-03-28 11:15:13,247 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in camera-2
2025-03-28 11:15:13,249 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from omni_set-3
2025-03-28 11:15:13,249 INFO  ExportHelperExtension.cs: 1136 - Found 77 in omni_set-3
2025-03-28 11:15:13,250 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in omni_set-3
2025-03-28 11:15:13,251 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from omni_set-2
2025-03-28 11:15:13,251 INFO  ExportHelperExtension.cs: 1136 - Found 77 in omni_set-2
2025-03-28 11:15:13,252 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in omni_set-2
2025-03-28 11:15:13,267 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from lidar-2
2025-03-28 11:15:13,331 INFO  ExportHelperExtension.cs: 1136 - Found 25 in lidar-2
2025-03-28 11:15:13,332 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in lidar-2
2025-03-28 11:15:13,333 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part1-1
2025-03-28 11:15:13,333 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Part1-1
2025-03-28 11:15:13,334 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part1-1
2025-03-28 11:15:13,334 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part2-1
2025-03-28 11:15:13,335 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Part2-1
2025-03-28 11:15:13,336 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part2-1
2025-03-28 11:15:13,336 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Yellow_Robot
2025-03-28 11:15:13,336 INFO  ExportHelperExtension.cs: 1136 - Found 86 in Yellow_Robot
2025-03-28 11:15:13,338 INFO  ExportHelperExtension.cs: 1145 - Found 9 features of type [RefAxis] in Yellow_Robot
2025-03-28 11:15:13,339 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-03-28 11:15:13,340 INFO  ExportHelperExtension.cs: 1160 - 11 components to check
2025-03-28 11:15:13,341 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from cover-1
2025-03-28 11:15:13,342 INFO  ExportHelperExtension.cs: 1136 - Found 31 in cover-1
2025-03-28 11:15:13,343 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in cover-1
2025-03-28 11:15:13,343 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from omni_set-1
2025-03-28 11:15:13,344 INFO  ExportHelperExtension.cs: 1136 - Found 77 in omni_set-1
2025-03-28 11:15:13,344 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in omni_set-1
2025-03-28 11:15:13,345 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from middle-1
2025-03-28 11:15:13,346 INFO  ExportHelperExtension.cs: 1136 - Found 39 in middle-1
2025-03-28 11:15:13,348 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in middle-1
2025-03-28 11:15:13,348 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gps-1
2025-03-28 11:15:13,349 INFO  ExportHelperExtension.cs: 1136 - Found 25 in gps-1
2025-03-28 11:15:13,350 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gps-1
2025-03-28 11:15:13,350 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from part3-1
2025-03-28 11:15:13,351 INFO  ExportHelperExtension.cs: 1136 - Found 40 in part3-1
2025-03-28 11:15:13,351 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in part3-1
2025-03-28 11:15:13,351 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from camera-2
2025-03-28 11:15:13,352 INFO  ExportHelperExtension.cs: 1136 - Found 24 in camera-2
2025-03-28 11:15:13,354 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in camera-2
2025-03-28 11:15:13,354 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from omni_set-3
2025-03-28 11:15:13,355 INFO  ExportHelperExtension.cs: 1136 - Found 77 in omni_set-3
2025-03-28 11:15:13,355 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in omni_set-3
